category,city,name,site_lat,site_lng,site_name,start_time,end_time
医疗保健,上海市,2018第二十二届中国上海国际医疗器械展览会,31.18839541,121.4965025,上海世博展览馆,2018/7/11,2018/7/13
电子电力,深圳市,2018中国深圳国际电子装备产业博览会,22.53638395,114.066518,深圳会展中心,2018/7/26,2018/7/28
建材五金,广州市,2018第二十届中国广州国际建筑装饰博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/7/8,2018/7/11
汽摩配件,广州市,中国广州国际新能源节能及智能汽车展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/7/27,2018/7/29
农林牧渔,南京市,2018江苏植保信息交流暨农药械交易会,32.08221873,118.8132783,南京国际展览中心,2018/7/27,2018/7/28
贸易进出口,深圳市,2018宝安产业发展博览会,22.53638395,114.066518,深圳会展中心,2018/7/27,2018/7/29
动漫游戏,武汉市,2018武汉国际电玩及游乐游艺设备展,30.51332017,114.2481555,武汉国际博览中心,2018/7/6,2018/7/8
美容美发,北京市,2018北京国际健康美容美发化妆品展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/11,2018/7/13
房产家居,上海市,上海国际尚品家居及室内装饰展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/26,2018/7/28
食品饮料,上海市,2018第二十届亚洲食品配料中国展,31.21315614,121.5727953,上海新国际博览中心,2018/7/11,2018/7/13
食品饮料,上海市,2018上海国际淀粉及淀粉衍生物展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/11,2018/7/13
孕婴童,沈阳市,2018中国沈阳国际幼教用品及幼儿教育展览会,41.66836964,123.3796191,沈阳国际展览中心,2018/7/13,2018/7/15
交通工具,北京市,2018第十四届北京国际节能与新能源汽车及充电桩展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/13,2018/7/15
电子电力,成都市,2018年中国成都电子展,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/7/12,2018/7/14
贸易进出口,上海市,第112届中国日用百货商品交易会暨中国现代家庭用品博览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/26,2018/7/28
创业加盟,北京市,2018第九届北京海外置业及投资移民展览会,39.96787965,116.4497403,中国国际展览中心,2018/7/27,2018/7/29
机械工业,宁波市,2018中国国际机床展览会暨第十四届模具之都博览会,29.88525897,121.579006,宁波国际展览中心,2018/5/17,2018/5/20
食品饮料,青岛市,2018第十二届中国青岛国际茶文化博览会暨紫砂艺术展,36.11040075,120.4806224,青岛国际会展中心,2018/7/13,2018/7/16
农林牧渔,贵阳市,2018中国国际贵阳生态高效畜牧业交易会,26.64786379,106.6525086,贵阳国际会议展览中心,2018/7/12,2018/7/14
医疗保健,上海市,第十五届中国国际成人保健及生殖健康展览会,31.18839541,121.4965025,上海世博展览馆,2018/5/17,2018/5/20
建材五金,沈阳市,2018第七届中国沈阳国际现代建筑产业博览会,41.66836964,123.3796191,沈阳国际展览中心,2018/5/17,2018/5/19
光电技术,深圳市,第十二届亚洲深圳国际激光应用技术论坛,22.53638395,114.066518,深圳会展中心,2018/5/17,2018/5/19
建材五金,青岛市,第十二届中国青岛国际石材工业及机械设备展览会,36.43093516,120.7191839,青岛国际博览中心,2018/7/16,2018/7/19
孕婴童,成都市,2018成都儿童成长产业博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/5/18,2018/5/20
机械工业,上海市,2018年中国国际铝工业展览会,31.21315614,121.5727953,上海新国际博览中心,2018/7/11,2018/7/13
电子电力,深圳市,2018第十六届深圳国际小电机及电机工业磁性材料展览会,22.53638395,114.066518,深圳会展中心,2018/5/17,2018/5/19
广告媒体,南京市,2018中国南京首届标识产业博览会暨中国城市品牌与环境标识设计峰会,32.00017759,118.7241743,南京国际博览中心,2018/5/18,2018/5/20
农林牧渔,重庆市,第十六届2018中国畜牧业展览会,29.72482313,106.548697,重庆国际博览中心,2018/5/18,2018/5/20
消费电子,武汉市,2018第四届中国武汉国际电子商务暨互联网产业博览会,30.58559884,114.2802309,武汉国际会展中心,2018/5/18,2018/5/20
食品饮料,烟台市,2018中国烟台第十届春季茶博会,37.46815414,121.477111,烟台国际博览中心,2018/5/18,2018/5/21
孕婴童,郑州市,2018中国郑州第十届孕婴童产品博览会,34.77795862,113.7372866,郑州国际会展中心,2018/5/18,2018/5/20
食品饮料,广州市,2018第二十届广州国际名酒展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/18,2018/5/20
暖通制冷,临沂市,2018中国临沂国际制冷空调及通风设备展览会,35.02493094,118.4178788,临沂国际会展中心,2018/5/18,2018/5/20
房产家居,上海市,2018上海国际古典家具展览会,31.23088936,121.4593154,上海展览中心,2018/5/18,2018/5/21
广告媒体,南京市,2018南京广告技术设备展览会,32.00017759,118.7241743,南京国际博览中心,2018/5/18,2018/5/20
医疗保健,武汉市,2018第十九届全国医院建设大会暨中国国际医院建设装备及管理展览会,30.51332017,114.2481555,武汉国际博览中心,2018/5/18,2018/5/21
食品饮料,重庆市,2018中国北京食品追溯技术全产业链高峰论坛暨展览会,29.72482313,106.548697,重庆国际博览中心,2018/5/18,2018/5/20
机械工业,常州市,2018第六届中国常州国际工业装备博览会,31.73993595,119.8621546,常州西太湖国际博览中心,2018/5/18,2018/5/20
酒店用品,西安市,第十九届西安国际酒店设备及用品展览会,34.20211625,108.957183,西安曲江国际会展中心,2018/5/18,2018/5/20
医疗保健,福州市,2018海峡两岸经贸交易会,26.03315979,119.3712392,福州海峡国际会展中心,2018/5/18,2018/5/22
纺织纺机,广州市,2018第十三届广州国际纺织品印花工业技术展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/20,2018/5/22
医疗保健,长沙市,2018湖南口腔医学大会暨口腔医疗设备与器材展览会,28.21018409,112.9961787,湖南省展览馆,2018/5/18,2018/5/20
创业加盟,长春市,2018中国长春第十届连锁加盟创业项目展览会,43.84271979,125.4022987,长春国际会展中心,2018/5/19,2018/5/21
农林牧渔,郑州市,2018年第五届郑州消费品博览会暨第十八届渔具及垂钓装备展销会,34.77795862,113.7372866,郑州国际会展中心,2018/5/18,2018/5/20
食品饮料,北京市,2018中国餐饮采购展览会,40.00504938,116.3965327,北京国家会议中心,2018/5/21,2018/5/23
办公用品,广州市,2018广东现代办公行业年会暨大办公博览会,23.10633391,113.3784028,广州国际采购中心展览馆,2018/5/19,2018/5/21
食品饮料,济南市,2018中国山东国际酒店餐饮业博览会暨2018齐鲁火锅节,36.69231833,117.1302235,济南国际会展中心,2018/5/20,2018/5/22
光电技术,北京市,第十届中国北京国际光电展览会,39.78725915,116.5326758,北京亦创国际会展中心,2018/5/22,2018/5/24
运输物流,广州市,2018第五届广州国际无人机及航模展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/20,2018/5/22
暖通制冷,北京市,2018第十八届中国北京国际供热通风空调卫浴及舒适家居系统展览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/5/22,2018/5/24
创业加盟,杭州市,2018杭州创业项目投资暨特许连锁加盟展览会,30.29691068,120.1823172,杭州和平国际会展中心,2018/5/18,2017/5/20
广告媒体,广州市,2018广州国际广播影视设备及新媒体技术展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/20,2018/5/22
创业加盟,广州市,2018中国特许加盟展,23.10327024,113.3691799,广州琶洲国际会展中心,2018/5/23,2018/5/25
运输物流,广州市,2018第9届广州国际物流装备与技术展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/23,2018/5/25
食品饮料,广州市,2018中国广州酒店餐饮业供应商博览会暨餐饮食材水产冻品肉类食品展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/23,2018/5/25
安全防护,西安市,2018中国西安国际社会公共安全产品智慧城市暨警察反恐技术装备博览会,34.20211625,108.957183,西安曲江国际会展中心,2018/5/23,2018/5/25
食品饮料,济南市,2018第十二届全国食品博览会暨糖酒商品交易会,36.69231833,117.1302235,济南国际会展中心,2018/5/20,2018/5/22
消费电子,广州市,2018中国国际商业信息化博览会暨中国国际pos机及相关设备展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/23,2018/5/25
食品饮料,广州市,第二十二届中国烘焙展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/23,2018/5/25
食品饮料,上海市,2018中国国际有机食品博览会,31.18839541,121.4965025,上海世博展览馆,2018/5/24,2018/5/26
食品饮料,郑州市,2018中国郑州国际餐饮食材博览会,34.77795862,113.7372866,郑州国际会展中心,2018/5/22,2018/5/24
旅游行业,上海市,2018上海世界旅游博览会,31.23088936,121.4593154,上海展览中心,2018/5/24,2018/5/27
安全防护,上海市,2018第十八届上海社会公共安全产品国际博览会,31.18839541,121.4965025,上海世博展览馆,2018/5/23,2018/5/25
交通工具,南宁市,2018第十二届广西,22.81439522,108.3857217,广西南宁国际会展中心,2018/5/24,2018/5/26
音响乐器,北京市,第二十七届中国国际专业音响灯光乐器及技术展览会乐器展,39.96787965,116.4497403,中国国际展览中心,2018/5/24,2018/5/27
食品饮料,成都市,2018中国成都火锅食材用品展暨2018中国火锅冒菜连锁加盟展览会,37.55033947,104.1141293,中国西部国际博览城,2018/5/24,2018/5/26
机械工业,合肥市,中国中部合肥国际装备制造业博览会,31.76140865,117.3035499,合肥滨湖国际会展中心,2018/5/24,2018/5/26
美容美发,上海市,2018上海国际美容美发化妆用品进出口博览会,31.19545539,121.3087136,国家会展中心上海,2018/5/19,2018/5/21
酒店用品,郑州市,2018第十七届中国郑州国际酒店用品博览会,34.77795862,113.7372866,郑州国际会展中心,2018/5/22,2018/5/24
运输物流,郑州市,2018中国郑州国际物流展览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/1,2018/6/3
食品饮料,北京市,第九届中国北京国际葡萄酒博览会,40.00504938,116.3965327,北京国家会议中心,2018/5/22,2018/5/24
电子电力,深圳市,第十三届中国国际电池技术交流会展览会,22.53638395,114.066518,深圳会展中心,2018/5/24,2018/5/26
机械工业,大连市,2018大连国际工业博览会,38.89317283,121.5956277,大连星海会展中心,2018/5/24,2018/5/26
房产家居,上海市,第23届中国国际厨房卫浴设施展览会,31.21315614,121.5727953,上海新国际博览中心,2018/6/5,2018/6/8
机械工业,上海市,2018中国国际模具技术和设备展览会,31.19545539,121.3087136,国家会展中心上海,2018/6/5,2018/6/9
建材五金,嘉兴市,2018中国嘉兴集成吊顶产业博览会暨集成家居博览会,30.74462161,120.7620122,浙江嘉兴国际会展中心,2018/6/6,2018/6/8
机械工业,合肥市,2018第18届安徽国际机床及工模具展,31.76140865,117.3035499,合肥滨湖国际会展中心,2018/5/24,2018/5/26
运输物流,北京市,第四届中国北京国际散装物料输送装卸技术装备展览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/6/6,2018/6/8
美容美发,厦门市,2018福建厦门海峡两岸美容美发美体化妆用品展览会,24.47350542,118.1890096,厦门国际会展中心,2018/6/2,2018/6/4
钢铁冶金,广州市,2018年广州国际金属暨冶金工业展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/6,2018/6/8
房产家居,成都市,2018第十九届成都国际家具展览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/6/6,2018/6/9
汽摩配件,上海市,2018中国上海国际汽车电子展览会,31.19545539,121.3087136,国家会展中心上海,2018/6/2,2018/6/4
建材五金,北京市,第五届中国北京国际建筑节能暨绿色建筑技术与装备博览会,39.94625561,116.350719,北京展览馆,2018/6/7,2018/6/9
能源矿产,北京市,2018中国北京国际矿业展览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/6/6,2018/6/8
房产家居,成都市,第十九届成都国际家具生产设备定制五金原辅材料展览会,30.6976925,104.0559904,西部国际会议展览中心,2018/6/6,2018/6/9
机械工业,广州市,2018第十九届广州国际弹簧工业展,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/6,2018/6/8
体育休闲,北京市,2018第十二届中国北京国际户外用品及装备展览会,39.96787965,116.4497403,中国国际展览中心,2018/6/7,2018/6/9
安全防护,北京市,2018中国国际防汛抗旱信息化技术及应急抢险装备展览会,39.78725915,116.5326758,北京亦创国际会展中心,2018/6/7,2018/6/9
安全防护,北京市,2018北京国际防灾减灾应急产业博览会,39.78725915,116.5326758,北京亦创国际会展中心,2018/6/7,2018/6/9
奢侈品,西宁,首届西宁国际珠宝玉文化,36.58100533,101.8405381,青海国际展览中心,2018/6/3,2018/6/6
环保水处理,北京市,第十六届中国国际环保展览会,39.96787965,116.4497403,中国国际展览中心,2018/6/7,2018/6/9
运输物流,北京市,2018中国北京国际无人机系统产业博览会,39.78725915,116.5326758,北京亦创国际会展中心,2018/6/7,2018/6/9
礼品玩具,济南市,2018中国山东国际宠物水族用品展览会暨第五届北方国际宠物水族用品博览会,36.69231833,117.1302235,济南国际会展中心,2018/6/8,2018/6/10
礼品玩具,上海市,2018第十六届上海国际礼品赠品及家居用品博览会,31.1737722,121.4346345,上海光大会展中心,2018/6/7,2018/6/9
旅游行业,北京市,2018北京第十四届国际主题公园儿童乐园及游乐场所展览会,39.96787965,116.4497403,中国国际展览中心,2018/6/7,2018/6/9
孕婴童,广州市,2018年第九届华南国际幼教产业博览会暨2018中国学前教育国际论坛,23.10162394,113.37415,广州保利世贸展览馆,2018/6/9,2018/6/11
食品饮料,徐州市,2018第六届中国东部徐州国际糖酒食品交易会,34.2274255,117.2383136,徐州国际会展中心,2018/6/8,2018/6/10
食品饮料,唐山市,2018中国唐山国际茶业博览会暨紫砂精品展,39.6763114,118.1862618,唐山国际会展中心,2018/6/8,2018/6/11
化工橡塑,临沂市,2018第三届中国临沂国际塑料产业博览会,35.02493094,118.4178788,临沂国际会展中心,2018/5/28,2018/5/30
农林牧渔,上海市,2018上海国际园林景观产业贸易博览会,31.18839541,121.4965025,上海世博展览馆,2018/5/29,2018/5/31
光电技术,广州市,2018广州国际照明展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/9,2018/6/12
创业加盟,上海市,CAE第十二届中国国际加盟展览会,31.18839541,121.4965025,上海世博展览馆,2018/6/9,2018/6/10
光电技术,广州市,2018广州国际建筑电气技术展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/6/9,2018/6/12
食品饮料,西安市,2018第十二届中国西安国际茶业博览会,34.20211625,108.957183,西安曲江国际会展中心,2018/6/8,2018/6/11
印刷包装,宁波市,2018浙江宁波包装印刷产业博览会,29.87533863,121.6209057,宁波国际会展中心,2018/5/29,2018/5/31
建材五金,上海市,第十六届中国国际屋面和建筑防水技术展览会,31.18839541,121.4965025,上海世博展览馆,2018/5/28,2018/5/30
建材五金,广州市,2018中国国际陶瓷技术装备及建筑陶瓷卫生洁具产品展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/30,2018/6/2
皮革鞋业,广州市,第二十八届广州国际鞋类皮革及工业设备展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/30,2018/6/1
暖通制冷,上海市,2018上海国际空气新风展,31.19545539,121.3087136,国家会展中心上海,2018/5/31,2018/6/2
环保水处理,上海市,第七届上海国际泵管阀展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/31,2018/6/2
化工橡塑,宁波市,2018宁波国际塑料橡胶工业展览会,29.87533863,121.6209057,宁波国际会展中心,2018/5/30,2018/6/1
安全防护,上海市,2018中国气象科技展,31.22853327,121.3988929,上海跨国采购会展中心,2018/5/30,2018/6/1
医疗保健,太原市,2018第19届山西医疗器械展览交易会,37.8227246,112.5414777,中国太原煤炭交易中心,2018/5/29,2018/5/31
纺织纺机,宁波市,2018第十六届宁波国际纺织面辅料及纱线展览会,29.87533863,121.6209057,宁波国际会展中心,2018/5/30,2018/6/1
环保水处理,上海市,2018第十一届荷兰阿姆斯特丹国际水展AQUATECH,31.19545539,121.3087136,国家会展中心上海,2018/5/31,2018/6/2
旅游行业,南京市,2018南京国际度假休闲及房车展览会,32.00017759,118.7241743,南京国际博览中心,2018/6/1,2018/6/3
建材五金,郑州市,2018第十四届中国郑州国际五金机电展览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/1,2018/6/3
安全防护,天津市,第九届中国天津国际智慧城市暨社会公共安全产品展览会,39.09172818,117.2129161,天津国际展览中心,2018/5/31,2018/6/2
食品饮料,青岛市,2018第十六届中国青岛国际食品加工机械和包装设备展览会,36.11040075,120.4806224,青岛国际会展中心,2018/6/1,2018/6/3
食品饮料,苏州市,2018年苏州春季茶叶博览会暨紫砂茶具工艺品展,31.32927823,120.7158032,苏州国际博览中心,2018/6/1,2018/6/2
食品饮料,长沙市,2018第五届湖南餐饮食材产业展览会,28.24062286,113.0559345,湖南国际会展中心,2018/5/30,2018/6/1
礼品玩具,哈尔滨市,2018中国哈尔滨国际宠物水族含渔具产业用品博览会,45.76188107,126.7019144,哈尔滨国际会展中心,2018/6/1,2018/6/3
环保水处理,上海市,2018上海国际建筑水展,31.19545539,121.3087136,国家会展中心上海,2018/5/31,2018/6/2
机械工业,郑州市,2018中国郑州国际机床展览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/1,2018/6/3
体育休闲,上海市,2018上海国际休闲娱乐产业展览会暨玩博会,31.18839541,121.4965025,上海世博展览馆,2018/6/1,2018/6/3
机械工业,郑州市,2018中国郑州工业装备博览会暨智能制造及机器人展览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/1,2018/6/3
农林牧渔,福州市,第十三届中国福州国际渔业博览会,26.03272644,119.3711143,福州海峡会展中心,2018/6/1,2018/6/3
机械工业,郑州市,2018第十四届中国郑州工业自动化及机器人展览会,34.77795862,113.7372866,郑州国际会展中心,2018/6/1,2018/6/3
交通工具,沈阳市,2018沈阳国际房车展览会,41.66836964,123.3796191,沈阳国际展览中心,2018/5/5,2018/5/8
交通工具,上海市,第二十八届中国国际自行车展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/6,2018/5/9
礼品玩具,重庆市,2018重庆国际宠物用品展览会,29.53976222,106.5678841,重庆国际会议展览中心,2018/6/1,2018/6/4
房产家居,郑州市,2018第八届中国郑州国际家具展览会,34.77795862,113.7372866,郑州国际会展中心,2018/5/5,2018/5/7
房产家居,郑州市,2018第八届中国郑州定制家居门业展,34.77795862,113.7372866,郑州国际会展中心,2018/5/5,2018/5/7
安全防护,北京市,2018北京国际军民融合装备展览会,39.96787965,116.4497403,中国国际展览中心,2018/5/7,2018/5/9
孕婴童,广州市,2018中国广州母婴健康服务博览会,23.10162394,113.37415,广州保利世贸展览馆,2018/6/1,2018/6/3
安全防护,北京市,第十一届中国国际国防电子展览会,39.96787965,116.4497403,中国国际展览中心,2018/5/7,2018/5/9
音响乐器,广州市,2018第八届广州国际演艺设备智能声光产品技术展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/8,2018/5/11
食品饮料,杭州市,2018中国浙江餐饮业供应链博览会暨浙江餐饮产业发展大会,30.29691068,120.1823172,杭州和平国际会展中心,2018/5/6,2018/5/8
机械工业,东莞市,2018第二十三届北京埃森焊接与切割展览会,22.9062441,113.6672813,广东现代国际展览中心,2018/5/8,2018/5/11
光电技术,宁波市,2018中国宁波国际灯具灯饰采购交易会暨LED照明展览会,29.87533863,121.6209057,宁波国际会展中心,2018/5/9,2018/5/11
电子电力,上海市,2018中国国际电梯展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/8,2018/5/11
房产家居,上海市,2018上海国际品牌楼梯与配件展览会,31.22853327,121.3988929,上海跨国采购会展中心,2018/5/8,2018/5/10
孕婴童,厦门市,2018中国厦门国际婴童产业博览会暨中国厦门国际孕婴用品展,24.47350542,118.1890096,厦门国际会展中心,2018/6/1,2018/6/3
食品饮料,上海市,2018上海国际罐藏食品及原辅材料机械设备博览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/9,2018/5/12
创业加盟,郑州市,2018中国郑州微商博览会,34.75380409,113.712761,河南郑州中原国际博览中心,2018/5/5,2018/5/7
建材五金,南京市,2018中国南京移门博览会,32.0572355,118.7780744,南京河西国际博览中心,2018/5/9,2018/5/11
机械工业,北京市,2018北京国际工业智能及自动化展览会,39.94625561,116.350719,北京展览馆,2018/5/9,2018/5/11
机械工业,重庆市,2018第十九届重庆国际机械展览会,29.72482313,106.548697,重庆国际博览中心,2018/5/9,2018/5/12
能源矿产,广州市,2018中国广州国际电池与储能技术博览会暨广州国际石墨烯技术展,23.10667607,113.3670581,广州琶洲国际采购中心,2018/5/9,2018/5/11
环保水处理,重庆市,2018国际重庆工业环保技术及设备展览会,29.72482313,106.548697,重庆国际博览中心,2018/5/9,2018/5/11
奢侈品,上海市,2018上海国际珠宝首饰展览会,31.18839541,121.4965025,上海世博展览馆,2018/5/9,2018/5/13
建材五金,重庆市,2018第十六届中国重庆绿色建筑装饰材料博览会,29.53976222,106.5678841,重庆国际会议展览中心,2018/5/10,2018/5/12
医疗保健,北京市,第七届中国国际养老服务业博览会,40.00504938,116.3965327,北京国家会议中心,2018/5/9,2018/5/11
音响乐器,广州市,2018第十五届中国广州国际乐器展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/10,2018/5/13
农林牧渔,北京市,2018第二十届中国国际花卉园艺展览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/5/10,2018/5/12
房产家居,成都市,2018中国成都国际智能家居暨家庭安全博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/5/10,2018/5/12
化工橡塑,上海市,2018上海国际聚酯薄膜及技术展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/25,2018/5/27
化工橡塑,重庆市,2018国际重庆表面处理电镀涂装展览会,29.72482313,106.548697,重庆国际博览中心,2018/5/9,2018/5/11
纸业制品,广州市,2018第十五届广州国际纸业展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/25,2018/5/27
食品饮料,上海市,2018第二十一届中国国际焙烤展览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/9,2018/5/12
农林牧渔,苏州市,苏州上花2018年夏季渔具展,31.32927823,120.7158032,苏州国际博览中心,2018/5/25,2018/5/27
房产家居,青岛市,2018第15届青岛国际家具展暨第6届青岛家具木工机械及原辅材料展,36.11040075,120.4806224,青岛国际会展中心,2018/5/25,2018/5/28
医疗保健,上海市,2018全球母婴服务及教育精品展暨第三届上海月子健康博览会,31.1737722,121.4346345,上海光大会展中心,2018/5/25,2018/5/27
机械工业,上海市,2018中国国际钣金冲压暨金属板材加工展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/25,2018/5/27
旅游行业,济南市,2018第十六届中国山东济南国际旅游交易博览会,36.64102085,117.0306755,济南舜耕国际会展中心,2018/5/25,2018/5/27
印刷包装,上海市,第十四届上海国际胶粘带保护膜及光学膜展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/25,2018/5/27
建材五金,寿光市,2018中国寿光遮阳窗饰展览会,36.86161978,118.82471,山东省寿光国际会展中心,2018/5/25,2018/5/27
机械工业,上海市,2018上海国际线束加工设备展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/25,2018/5/27
贸易进出口,宁波市,2018中国浙江进口商品展览会,29.87485887,121.6208452,宁波国际会议展览中心1号2号3号馆,2018/5/25,2018/5/27
孕婴童,蚌埠市,2018中国安徽孕婴童产品展览会暨第二届蚌埠儿博会,32.93625052,117.3771861,蚌埠会展中心,2018/5/26,2018/5/27
食品饮料,合肥市,2018中国安徽酒店餐饮业博览会,31.76140865,117.3035499,合肥滨湖国际会展中心,2018/5/25,2018/5/27
机械工业,泰州市,2018中国泰州第七届国际装备制造业博览会,32.39351801,119.9158953,泰州国际博览中心,2018/5/25,2018/5/27
汽摩配件,郑州市,2018中国润滑油脂及汽车养护展览会,34.77795862,113.7372866,郑州国际会展中心,2018/5/27,2018/5/29
办公用品,广州市,2018广州国际文具及办公用品展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/25,2018/5/27
汽摩配件,郑州市,2018中国国际轿车微车正品配件博览会,34.77795862,113.7372866,郑州国际会展中心,2018/5/27,2018/5/29
运输物流,北京市,2018国际交通工程智能交通技术与设施展览会,39.96787965,116.4497403,中国国际展览中心,2018/5/28,2018/5/30
皮革鞋业,广州市,2018中国广州国际鞋业展,23.10162394,113.37415,广州保利世贸展览馆,2018/5/27,2018/5/29
机械工业,临沂市,2018第十三届中国东部工业装备博览会,35.02493094,118.4178788,临沂国际会展中心,2018/5/28,2018/5/30
美容美发,昆明市,2018中国昆明国际美容美发化妆品博览会,25.0153581,102.7377783,昆明国际会展中心,2018/5/27,2018/5/29
能源矿产,上海市,2018第十二届国际太阳能光伏与智慧能源上海大会暨展览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/28,2018/5/30
美容美发,天津市,2018中国天津国际美容美发化妆品博览会,39.1439299,117.2108131,天津梅江国际会展中心,2018/5/28,2018/5/30
运输物流,北京市,2018北京国际道路运输城市公交车辆及零部件展览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/5/28,2018/5/30
运输物流,上海市,2018中国上海国际港口装备展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/25,2018/5/27
光电技术,上海市,2018上海国际绿色照明及城市亮化工程展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
食品饮料,上海市,2018第十九届上海国际葡萄酒及烈酒展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
礼品玩具,徐州市,2018中国徐州国际宠物行业博览会,34.2274255,117.2383136,徐州国际会展中心,2018/5/26,2018/5/28
食品饮料,上海市,2018中国国际食品肉类及水产品展览会暨进出口食品政策与法律法规交流会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
食品饮料,上海市,2018上海国际进出口食品及饮料展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
食品饮料,上海市,2018第七届中国国际航空邮轮及列车食品饮料展上海站,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
建材五金,广州市,2018华南国际木业展,23.10162394,113.37415,广州保利世贸展览馆,2018/5/15,2018/5/17
化工橡塑,上海市,2018第十届上海国际新材料展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
建材五金,广州市,2018亚太地坪展,23.10162394,113.37415,广州保利世贸展览馆,2018/5/15,2018/5/17
体育休闲,广州市,2018亚洲泳池SPA博览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/15,2018/5/17
机械工业,上海市,2018中国国际地下综合管廊展览会暨发展论坛,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
建材五金,广州市,2018第十届广州国际木塑装饰与景观材料展,23.10162394,113.37415,广州保利世贸展览馆,2018/5/15,2018/5/17
房产家居,天津市,中国天津国际实木家具展览会,39.1439299,117.2108131,天津梅江国际会展中心,2018/5/28,2018/5/31
