category,city,name,site_lat,site_lng,site_name,start_time,end_time
化工橡塑,东营市,2018第九届中国广饶国际橡胶轮胎暨汽车配件展览会,37.16207112,118.5385693,广饶国际博览中心,2018/5/15,2018/5/17
建材五金,广州市,2018广州国际卫浴进出口交易会暨2018国际卫浴发展论坛,23.10162394,113.37415,广州保利世贸展览馆,2018/5/15,2018/5/17
房产家居,广州市,2018第十届中国广州国际集成住宅产业博览会暨建筑工业化产品与设备展,23.10162394,113.37415,广州保利世贸展览馆,2018/5/15,2018/5/17
医疗保健,苏州市,2018全国口腔设备器材展览会暨学术研讨会苏州站,31.28336068,120.5233376,苏州广电国际会展中心,2018/5/16,2018/5/18
机械工业,上海市,2018上海国际工业陶瓷展览会,31.19545539,121.3087136,国家会展中心上海,2018/5/14,2018/5/16
旅游行业,上海市,2018国际旅游交易会,31.18839541,121.4965025,上海世博展览馆,2018/5/16,2018/5/18
电子电力,苏州市,2018第十四届华东电路板暨表面贴装展览会,31.32927823,120.7158032,苏州国际博览中心,2018/5/16,2018/5/18
机械工业,广州市,2018CANNEX国际制罐工业展览会中国展,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/15,2018/5/18
医疗保健,苏州市,2018中国江苏国际医疗器械展览会,31.33038261,120.7108064,苏州广电国际博览中心,2018/5/16,2018/5/18
化工橡塑,上海市,2018第十三届中国先进复合材料制品原材料工装及工程应用展览会,31.1737722,121.4346345,上海光大会展中心,2018/5/16,2018/5/18
建材五金,重庆市,中国重庆国际涂料油墨及胶粘剂展览会,29.53976222,106.5678841,重庆国际会议展览中心,2018/5/16,2018/5/18
运输物流,上海市,2018第十五届中国国际物流节,31.21315614,121.5727953,上海新国际博览中心,2018/5/16,2018/5/18
钢铁冶金,北京市,2018第十六届中国国际铸造博览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/5/16,2018/5/19
酒店用品,广州市,2018中国上海国际智慧酒店展览会广州站,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/16,2018/5/18
食品饮料,上海市,2018中国国际精酿啤酒会议暨展览会,31.18839541,121.4965025,上海世博展览馆,2018/5/16,2018/5/18
化工橡塑,重庆市,2018第十九届中国西部重庆国际表面处理涂装及电镀展览会,29.53976222,106.5678841,重庆国际会议展览中心,2018/5/16,2018/5/18
皮革鞋业,广州市,2018中国广州国际箱包皮具手袋展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/5/1,2018/5/3
食品饮料,上海市,第十九届中国国际食品和饮料展览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/16,2018/5/18
动漫游戏,廊坊市,2018廊坊CLCAF漫展,39.51861063,116.7036022,廊坊国际会议展览中心,2018/4/30,2018/5/1
礼品玩具,深圳市,2018深圳国际宠物展览会,22.53638395,114.066518,深圳会展中心,2018/5/1,2018/5/5
汽摩配件,济南市,2018中国济南车界国际汽车后市场博览会,36.67291453,117.0891048,山东机械设备展览中心,2018/5/16,2018/5/17
贸易进出口,广州市,第123届中国进出口商品交易会第三期,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/5/1,2018/5/5
印刷包装,上海市,第十八届上海国际包装和食品加工技术展,31.21315614,121.5727953,上海新国际博览中心,2018/5/16,2018/5/18
医疗保健,深圳市,2018深圳国际营养与健康产业博览会,22.53638395,114.066518,深圳会展中心,2018/5/3,2018/5/5
环保水处理,北京市,第三届北京国际新型城镇化产业博览会暨一带一路项目合作峰会,40.00504938,116.3965327,北京国家会议中心,2018/4/30,2018/5/3
消费电子,北京市,2018第二十一届中国国际照相机械影像器材与技术博览会,39.94625561,116.350719,北京展览馆,2018/5/3,2018/5/6
环保水处理,上海市,第十九届中国环博会,31.21315614,121.5727953,上海新国际博览中心,2018/5/3,2018/5/5
电子电力,上海市,2018第十八届中国国际电力电工设备暨智能电网展览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/3,2018/5/5
能源矿产,上海市,2018上海国际分布式能源技术及设备展览会暨论坛,31.21315614,121.5727953,上海新国际博览中心,2018/5/3,2018/5/5
房产家居,南宁市,2018广西南宁房地产家装建筑博览会,22.81439522,108.3857217,广西南宁国际会展中心,2018/5/1,2018/5/3
美容美发,济南市,2018中国济南国际美容美发化妆品产业博览会,36.69231833,117.1302235,济南国际会展中心,2018/5/3,2018/5/5
信息通信,上海市,2018上海国际数据中心大会暨展览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/3,2018/5/5
电子电力,成都市,2018第十六届四川国际电力产业博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/5/4,2018/5/6
食品饮料,深圳市,2018深圳国际天然与有机产业博览会,22.53638395,114.066518,深圳会展中心,2018/5/3,2018/5/5
环保水处理,上海市,第六届中国城市矿产博览会暨中国国际环保固废垃圾处理再生资源博览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/3,2018/5/5
房产家居,成都市,2018中国四川住房城乡建设博览会成都成品住宅配套产品暨智能家居展,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/5/4,2018/5/6
孕婴童,上海市,2018第十三届上海国际幼儿教育暨用品展,31.23088936,121.4593154,上海展览中心,2018/5/4,2018/5/6
环保水处理,上海市,第十五届中国上海新风系统与空气净化暨饮用净水产业博览会,31.21315614,121.5727953,上海新国际博览中心,2018/5/3,2018/5/5
食品饮料,厦门市,2018中国厦门国际糖酒食品交易会,24.47322914,118.1900397,厦门国际会议展览中心,2018/5/4,2018/5/6
信息通信,深圳市,2018多人行国际虚拟现实增强现实全息技术展览会,22.53638395,114.066518,深圳会展中心,2018/5/4,2018/5/6
孕婴童,厦门市,2018中国厦门国际幼教用品及幼儿教育展览会,24.47350542,118.1890096,厦门国际会展中心,2018/5/4,2018/5/6
文化艺术,上海市,2018第四届珠宝玉石文化博览会,31.1737722,121.4346345,上海光大会展中心,2018/5/4,2018/5/7
食品饮料,长沙市,第二十届湖南茶文化节暨紫砂书画红木根雕陶瓷茶具工艺品展,28.21018409,112.9961787,湖南省展览馆,2018/5/4,2018/5/7
奢侈品,上海市,2018上海国际珠宝首饰展览会,31.1737722,121.4346345,上海光大会展中心,2018/5/4,2018/5/7
食品饮料,重庆市,2018第十三届中国重庆国际紫砂工艺及茶具博览会,29.53976222,106.5678841,重庆国际会议展览中心,2018/5/4,2018/5/7
奢侈品,潍坊市,2018年中国潍坊国际珠宝玉石展暨艺博会红木家具展,36.71979734,119.1704559,潍坊富华国际展览中心,2018/5/4,2018/5/7
创业加盟,北京市,2018第二十届北京国际特许加盟展,40.00504938,116.3965327,北京国家会议中心,2018/5/4,2018/5/6
光电技术,上海市,2018上海照明展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/3,2018/9/5
环保水处理,郑州市,2018第三届中原经济区郑州环保产业博览会,34.77795862,113.7372866,郑州国际会展中心,2018/8/31,2018/9/2
食品饮料,上海市,2018上海国际食盐产品及深加工设备包装新材料展览,31.21315614,121.5727953,上海新国际博览中心,2018/9/4,2018/9/6
安全防护,北京市,第九届中国国际安全生产及职业健康展览会,40.00504938,116.3965327,北京国家会议中心,2018/9/3,2018/9/5
环保水处理,上海市,2018上海国际城镇给水排水水处理展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/3,2018/9/5
环保水处理,郑州市,2018中国郑州国际净水净化设备及新技术展览会,34.77795862,113.7372866,郑州国际会展中心,2018/8/31,2018/9/2
能源矿产,上海市,2018第十三届亚洲太阳能光伏创新与合作论坛,31.22853327,121.3988929,上海跨国采购会展中心,2018/9/4,2018/9/6
机械工业,沈阳市,2018第十七届中国国际装备制造业博览会,41.66836964,123.3796191,沈阳国际展览中心,2018/9/1,2018/9/5
建材五金,广州市,2018广州国际玻璃工业技术展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/8/27,2018/8/29
建材五金,东莞市,2018中国国际金属成形展览会,22.9062441,113.6672813,广东现代国际展览中心,2018/9/18,2018/9/21
食品饮料,上海市,2018上海国际食盐产品及深加工设备包装新材料展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/4,2018/9/6
暖通制冷,上海市,2018上海国际供热通风空调城建设备与技术展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/3,2018/9/5
电子电力,深圳市,2018第二十四届深圳国际电子生产设备暨微电子工业展览会,22.53638395,114.066518,深圳会展中心,2018/8/28,2018/8/30
美容美发,郑州市,2018中国郑州国际高端美容院线产品及化妆品展览会,34.77795862,113.7372866,郑州国际会展中心,2018/9/27,2018/9/29
机械工业,宁波市,2018浙江宁波工量刃具展览会,29.88525897,121.579006,宁波国际展览中心,2018/10/11,2018/10/13
消费电子,上海市,第十届上海国际数字标牌展,31.21315614,121.5727953,上海新国际博览中心,2018/9/19,2018/9/21
机械工业,上海市,2018第20届上海国际机床展览会暨2018智能制造装备展,31.21315614,121.5727953,上海新国际博览中心,2018/11/19,2018/11/21
化工橡塑,成都市,2018第十二届中国成都橡塑及包装展览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/10/11,2018/10/13
机械工业,上海市,2018未来工业展,31.21315614,121.5727953,上海新国际博览中心,2018/11/19,2018/11/21
交通工具,武汉市,第十九届武汉国际汽车展览会,30.51332017,114.2481555,武汉国际博览中心,2018/10/11,2018/10/16
食品饮料,西安市,2018中国西安烘焙展览会,34.20211625,108.957183,西安曲江国际会展中心,2018/10/26,2018/10/28
建材五金,广州市,2018中国广州绿色建筑与建筑工业化博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/8/25,2018/8/27
消费电子,深圳市,2018年深圳国际互联网与电子商务博览会,22.53638395,114.066518,深圳会展中心,2018/10/11,2018/10/13
建材五金,北京市,2018第十六届中国国际门窗幕墙博览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/10/31,2018/11/3
食品饮料,西安市,2018第六届西安茶博会,34.20211625,108.957183,西安曲江国际会展中心,2018/10/11,2018/10/15
建材五金,合肥市,2018中国安徽国际绿色建筑建材博览会,31.75753327,117.304893,安徽滨湖国际会展中心,2018/10/26,2018/10/28
仪器仪表,上海市,2018慕尼黑上海分析生化展,31.21315614,121.5727953,上海新国际博览中心,2018/10/31,2018/11/2
运输物流,深圳市,2018中国深圳国际物流与交通运输博览会,22.53638395,114.066518,深圳会展中心,2018/10/11,2018/10/13
汽摩配件,广州市,2018广州国际汽车零部件及售后市场展览会,23.10162394,113.37415,广州保利世贸展览馆,2018/9/3,2018/9/5
礼品玩具,北京市,2018全国宠物水族用品展览会暨第六届北京国际宠物水族用品展览会,39.96787965,116.4497403,中国国际展览中心,2018/11/2,2018/11/4
食品饮料,武汉市,2018中国武汉秋季茶业博览交易会暨紫砂陶瓷茶具工艺品展,30.58559884,114.2802309,武汉国际会展中心,2018/11/2,2018/11/5
机械工业,石家庄,2018第十四届华北锅炉暖通设备展览会,38.04704371,114.5310999,石家庄国际博览中心,2018/11/1,2018/11/3
医疗保健,广州市,2018中国国际老龄产业博览会,23.10162394,113.37415,广州保利世贸展览馆,2018/11/8,2018/11/10
美容美发,济南市,2018中国济南国际美容美发化妆品产业博览会,36.69231833,117.1302235,济南国际会展中心,2018/11/5,2018/11/7
贸易进出口,上海市,2018中国国际进口博览会,31.19545539,121.3087136,国家会展中心上海,2018/11/5,2018/11/10
机械工业,上海市,2018中国上海国际制刷工业展览会,31.21315614,121.5727953,上海新国际博览中心,2018/11/1,2018/11/3
孕婴童,深圳市,2018深圳国际幼儿教育用品暨装备展览会,22.53638395,114.066518,深圳会展中心,2018/11/5,2018/11/7
机械工业,嘉兴市,2018中国嘉兴紧固件产业博览会暨五金机电工具机床展,30.74462161,120.7620122,嘉兴国际会展中心,2018/11/5,2018/11/6
农林牧渔,青岛市,第二十二届中国国际渔业博览会,36.43093516,120.7191839,青岛国际博览中心,2018/11/7,2018/11/9
食品饮料,上海市,2018上海国际食品饮料及餐饮设备展览会,31.21315614,121.5727953,上海新国际博览中心,2018/11/13,2018/11/15
美容美发,太原市,2018中国山西国际美容美发美体化妆用品博览会,37.86340281,112.534922,中国煤炭博物馆,2018/11/10,2018/11/12
食品饮料,广州市,2018第二十一届广州国际名酒展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/11/13,2018/11/15
消费电子,南京市,2018南京国际时尚消费品博览会,32.00017759,118.7241743,南京国际博览中心,2018/11/9,2018/11/11
奢侈品,北京市,2018中国国际珠宝展,39.96787965,116.4497403,中国国际展览中心,2018/11/8,2018/11/12
运输物流,天津市,2018中国天津国际现代物流产业及技术装备展览会,39.1439299,117.2108131,天津梅江国际会展中心,2018/11/16,2018/11/18
消费电子,厦门市,2018厦门国际自动售货机及自助服务产品展览会,24.47350542,118.1890096,厦门国际会展中心,2018/11/15,2018/11/17
机械工业,上海市,2018亚洲智能制造装备产业博览会,31.21315614,121.5727953,上海新国际博览中心,2018/11/19,2018/11/21
食品饮料,上海市,2018上海国际进口酒类精品展览会,31.21315614,121.5727953,上海新国际博览中心,2018/11/13,2018/11/15
医疗保健,北京市,2018中国国际福祉博览会暨中国国际康复博览会,40.00504938,116.3965327,北京国家会议中心,2018/10/11,2018/10/13
食品饮料,上海市,2018,31.21315614,121.5727953,上海新国际博览中心,2018/11/13,2018/11/15
食品饮料,南平市,第十二届武夷山国际茶业博览会,,,太伟风景会展中心,2018/11/16,2018/11/18
奢侈品,上海市,2018上海国际珠宝展览会暨上海国际黄金珠宝节,31.18839541,121.4965025,上海世博展览馆,2018/10/12,2018/10/14
食品饮料,南宁市,2018第八届中国南宁国际茶产业博览会暨紫砂陶瓷茶具用品展,22.81439522,108.3857217,广西南宁国际会展中心,2018/11/9,2018/11/12
医疗保健,济南市,第十届中国山东国际老龄产业博览会,36.64102085,117.0306755,济南舜耕国际会展中心,2018/10/12,2018/10/14
体育休闲,武汉市,2018武汉国际体育产业博览会,30.58559884,114.2802309,武汉国际会展中心,2018/10/17,2018/10/19
建材五金,北京市,2018第十七届中国国际住宅产业博览会暨建筑工业化产品与设备博览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/10/11,2018/10/13
食品饮料,北京市,2018第十八届北京国际有机食品和绿色食品博览会,39.96787965,116.4497403,中国国际展览中心,2018/11/16,2018/11/18
孕婴童,上海市,2018第十七届中国国际玩具及教育设备展览会,31.21315614,121.5727953,上海新国际博览中心,2018/10/16,2018/10/18
动漫游戏,上海市,2018中国上海玩具品牌授权展,31.21315614,121.5727953,上海新国际博览中心,2018/10/16,2018/10/18
奢侈品,长沙市,2018芒果国际珠宝展,28.24062286,113.0559345,湖南国际会展中心,2018/11/16,2018/11/20
消费电子,北京市,2018第三届北京国际虚拟现实与增强现实博览会,39.78725915,116.5326758,北京亦创国际会展中心,2018/10/18,2018/10/20
食品饮料,厦门市,第九届中国厦门国际茶业博览会秋季,24.47350542,118.1890096,厦门国际会展中心,2018/10/18,2018/10/22
食品饮料,北京市,第十届中国国际茶业及茶艺博览会,39.96787965,116.4497403,中国国际展览中心,2018/10/20,2018/10/22
孕婴童,上海市,2018中国国际婴童用品展览会,31.21315614,121.5727953,上海新国际博览中心,2018/10/16,2018/10/18
机械工业,上海市,2018中国上海国际紧固件工业博览会,31.18839541,121.4965025,上海世博展览馆,2018/10/21,2018/10/23
运输物流,大连市,2018第十三届中国大连国际海事展览会,38.8911472,121.5983697,大连世界博览广场,2018/10/23,2018/10/25
美容美发,武汉市,2018中国武汉国际美容美发美体化妆用品博览会,30.58559884,114.2802309,武汉国际会展中心,2018/10/23,2018/10/25
印刷包装,上海市,2018第七届中国国际全印展,31.21315614,121.5727953,上海新国际博览中心,2018/10/24,2018/10/28
孕婴童,上海市,2018上海国际学期教育及装备展览会,31.21315614,121.5727953,上海新国际博览中心,2018/10/16,2018/10/18
食品饮料,厦门市,2018第十届中国厦门国际素食暨有机食品展览会,24.47350542,118.1890096,厦门国际会展中心,2018/10/18,2018/10/22
汽摩配件,义乌市,2018中国义乌汽摩配用品交易会,29.31803398,120.1198666,义乌国际博览中心,2018/10/21,2018/10/23
美容美发,青岛市,2018中国青岛国际美容美发化妆品博会,36.11040075,120.4806224,青岛国际会展中心,2018/10/18,2018/10/20
文化艺术,北京市,2018第十三届中国北京国际文化创意产业博览会,39.96787965,116.4497403,中国国际展览中心,2018/10/25,2018/10/28
化工橡塑,上海市,2018第十七届中国国际化工展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/19,2018/9/21
建材五金,上海市,2018中国国际五金展,31.19545539,121.3087136,国家会展中心上海,2018/10/22,2018/10/24
体育休闲,青岛市,2018青岛国际时尚健身运动展,36.11040075,120.4806224,青岛国际会展中心,2018/10/26,2018/10/28
广告媒体,上海市,2018中国上海国际广告展,31.21315614,121.5727953,上海新国际博览中心,2018/9/19,2018/9/21
建材五金,成都市,2018年第五届西部门窗博览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/9/20,2018/9/22
环保水处理,上海市,2018第十四届中国国际水处理化学品展览会暨2018中国国际工业水处理技术与装备展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/19,2018/9/21
化工橡塑,上海市,2018第二十一届中国国际胶粘剂及密封剂展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/19,2018/9/21
机械工业,合肥市,2018中国合肥国际机床及工模具展览会,31.76140865,117.3035499,合肥滨湖国际会展中心,2018/10/26,2018/10/28
汽摩配件,上海市,2018国际车用仪表及传感器技术产品展览会,31.19545539,121.3087136,国家会展中心上海,2018/9/20,2018/9/22
汽摩配件,上海市,2018中国上海国际汽车涂料涂装技术展览会,31.19545539,121.3087136,国家会展中心上海,2018/9/20,2018/9/22
食品饮料,北京市,2018第十六届中国国际肉类工业展览会,39.96787965,116.4497403,中国国际展览中心,2018/9/20,2018/9/22
食品饮料,济南市,2018中国茶叶博览会,36.69231833,117.1302235,济南国际会展中心,2018/10/25,2018/10/28
印刷包装,上海市,2018中国上海国际3D打印与汽车智造展览会,31.19545539,121.3087136,国家会展中心上海,2018/9/20,2018/9/22
印刷包装,上海市,2018上海国际包装制品与材料展览会,31.18839541,121.4965025,上海世博展览馆,2018/9/19,2018/9/21
汽摩配件,上海市,2018中国上海国际车用滤清器技术产品展览会,31.19545539,121.3087136,国家会展中心上海,2018/9/20,2018/9/22
机械工业,广州市,广州国际数控机床展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/9/20,2018/9/22
建材五金,上海市,第八届中国国际管材展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/26,2018/9/28
文化教育,上海市,2018中国国际教育装备上海博览会,31.18839541,121.4965025,上海世博展览馆,2018/9/26,2018/9/28
食品饮料,上海市,2018中国国际养生食品博览会,31.1737722,121.4346345,上海光大会展中心,2018/9/20,2018/9/23
电子电力,上海市,2018中国国际线缆及线材技术展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/26,2018/9/29
建材五金,临沂市,2018第67届秋季全国五金商品交易会,35.02493094,118.4178788,临沂国际会展中心,2018/9/20,2018/9/22
汽摩配件,上海市,2018中国国际汽车商品交易会,31.19545539,121.3087136,国家会展中心上海,2018/9/20,2018/9/22
信息通信,北京市,2018年中国国际信息通信展览会,40.00504938,116.3965327,北京国家会议中心,2018/9/26,2018/9/29
机械工业,广州市,2018中国广州国际机器人智能装备及制造技术展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/9/27,2018/9/29
建材五金,北京市,2018北京国际家装建材智能家居展暨国际设计博览会,40.07713983,116.5552437,中国国际展览中心新馆,2018/9/27,2018/9/30
建材五金,上海市,第二十四届中国国际复合材料工业技术展览会,31.18839541,121.4965025,上海世博展览馆,2018/9/5,2018/9/7
文化教育,北京市,2018中国北京国际现代教育新技术装备展览会,39.96787965,116.4497403,中国国际展览中心,2018/9/27,2018/9/29
文化教育,北京市,2018中国北京国际幼教产业及幼教装备展览会,39.96787965,116.4497403,中国国际展览中心,2018/9/27,2018/9/29
钢铁冶金,上海市,2018第十六届中国国际轴承及其专用装备展览会,31.18839541,121.4965025,上海世博展览馆,2018/9/19,2018/9/22
消费电子,青岛市,2018青岛国际自动售货机及自助服务产品展览会,36.1052149,120.3844282,青岛国际展览中心,2018/9/27,2018/9/29
建材五金,重庆市,2018重庆国际建筑装饰博览会,29.72482313,106.548697,重庆国际博览中心,2018/9/27,2018/9/29
机械工业,武汉市,2018第七届武汉国际机床展览会,30.51332017,114.2481555,武汉国际博览中心,2018/9/6,2018/9/9
电子电力,北京市,2018中国国际核电工业装备展览会,39.96787965,116.4497403,中国国际展览中心,2018/9/5,2018/9/7
化工橡塑,武汉市,2018中国武汉国际塑料橡胶机械及材料展,30.51332017,114.2481555,武汉国际博览中心,2018/9/6,2018/9/9
汽摩配件,东莞市,第十八届广东国际汽车展示交易会秋季,22.9062441,113.6672813,广东现代国际展览中心,2018/9/30,2018/10/5
交通工具,成都市,第二十一届成都国际汽车展览会,30.56346114,104.0817295,成都世纪城新国际会展中心,2018/9/7,2018/9/16
食品饮料,厦门市,2018中国厦门国际葡萄酒及烈酒展览会,24.47322914,118.1900397,厦门国际会议展览中心,2018/9/8,2018/9/11
汽摩配件,西安市,2018中国西安国际润滑油脂养护用品及技术设备展览会,34.19849834,108.8933614,西安绿地笔克国际会展中心,2018/9/7,2018/9/9
能源矿产,杭州市,第二十届中国国际气体技术设备与应用展览会,30.23765773,120.245041,杭州国际博览中心,2018/9/5,2018/9/6
建材五金,邢台市,2018中国沙河国际玻璃工业展览会,36.93863546,114.2830925,沙河国际会展中心,2018/9/9,2018/9/12
文化教育,西安市,第九届中国西部文化产业博览会,34.20211625,108.957183,西安曲江国际会展中心,2018/9/7,2018/9/10
食品饮料,广州市,2018广州国际特色食品饮料展览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/9/7,2018/9/9
奢侈品,深圳市,2018深圳国际珠宝展览会,22.53638395,114.066518,深圳会展中心,2018/9/13,2018/9/17
机械工业,深圳市,2018深圳国际工业自动化及机器人展览会,22.53638395,114.066518,深圳会展中心,2018/9/12,2018/9/14
创业加盟,上海市,2018海外置业移民投资上海展览会,31.29877207,121.5202377,上海国际会议中心,2018/9/14,2018/9/16
食品饮料,长春市,2018第七届中国长春国际茶产业博览会,43.84271979,125.4022987,长春国际会展中心,2018/9/14,2018/9/17
食品饮料,长沙市,2018中国食品餐饮博览会,28.1826853,112.988523,长沙国际会展中心,2018/9/13,2018/9/16
建材五金,宁波市,2018第九届宁波五金机械装备展览会,29.88525897,121.579006,宁波国际展览中心,2018/9/13,2018/9/15
汽摩配件,青岛市,2018青岛国际汽车工业秋季展览会,36.11040075,120.4806224,青岛国际会展中心,2018/9/12,2018/9/17
房产家居,上海市,第二十四届中国国际家具展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/11,2018/9/14
旅游行业,北京市,2018中国北京国际商务及会奖旅游展览会,40.00504938,116.3965327,北京国家会议中心,2018/9/12,2018/9/13
食品饮料,广州市,2018广州国际生物技术博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/9/14,2018/9/16
交通工具,南京市,2018中国国际新能源汽车及配套产业博览会,32.08221873,118.8132783,南京国际展览中心,2018/9/14,2018/9/16
食品饮料,济南市,2018第十三届中国北方茶业博览交易会,36.64102085,117.0306755,济南舜耕国际会展中心,2018/9/14,2018/9/17
医疗保健,广州市,2018广州国际健康保健产业博览会,23.14996589,113.2634958,中国进出口商品交易会展馆琶洲馆,2018/9/14,2018/9/16
医疗保健,北京市,2018北京国际保健食品医药营养品展览会,39.96787965,116.4497403,中国国际展览中心,2018/9/15,2018/9/17
食品饮料,北京市,2018中国国际咖啡展览会,39.96787965,116.4497403,中国国际展览中心,2018/9/15,2018/9/17
电子电力,乌鲁木齐市,2018第四届亚欧电力技术装备展览会,43.88420073,87.62754646,新疆国际会展中心,2018/9/17,2018/9/19
环保水处理,乌鲁木齐市,2018新疆环保水处理污泥处理技术展览会,43.88420073,87.62754646,新疆国际会展中心,2018/9/17,2018/9/19
房产家居,上海市,第二十四届中国国际家具展之2018年摩登上海时尚家居展,31.18839541,121.4965025,上海世博展览馆,2018/9/11,2018/9/14
皮革鞋业,上海市,2018中国国际皮革展,31.21315614,121.5727953,上海新国际博览中心,2018/8/29,2018/8/31
医疗保健,北京市,2018中国国际健康服务业博览会暨保健养生食品展览会,39.96787965,116.4497403,中国国际展览中心,2018/8/29,2018/8/31
食品饮料,上海市,2018上海国际餐饮博览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/29,2018/8/31
医疗保健,北京市,2018第二届中国北京国际中医药健康服务业博览会暨中医药健康服务业发展论坛,39.96787965,116.4497403,中国国际展览中心,2018/8/29,2018/8/31
食品饮料,上海市,SFEC2018第十五届上海国际绿色食品及有机食品展览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/29,2018/8/31
交通工具,上海市,2018中国上海国际智慧停车展览会,31.29877207,121.5202377,上海国际会议中心,2018/8/29,2018/8/30
机械工业,济南市,2018济南国际数控机床展览会,36.69231833,117.1302235,济南国际会展中心,2018/8/30,2018/9/1
贸易进出口,乌鲁木齐市,2018第六届中国亚欧博览会医疗器械与医药保健品展,43.88420073,87.62754646,新疆国际会展中心,2018/8/30,2018/9/3
农林牧渔,上海市,2018第十三届上海国际渔业博览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/29,2018/8/31
食品饮料,上海市,2018第九届上海国际冷冻冷藏食品博览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/29,2018/8/31
食品饮料,大连市,2018中国大连国际茶产业博览会暨紫砂陶瓷茶具用品展,38.8911472,121.5983697,大连世界博览广场,2018/8/31,2018/9/3
贸易进出口,乌鲁木齐市,2018第六届中国亚欧博览会,43.88420073,87.62754646,新疆国际会展中心,2018/8/30,2018/9/3
能源矿产,乌鲁木齐市,2018新疆国际石油化工技术装备展览会,43.88420073,87.62754646,新疆国际会展中心,2018/9/17,2018/9/19
食品饮料,上海市,2018上海国际生物发酵产品与技术装备展览会,31.21315614,121.5727953,上海新国际博览中心,2018/9/4,2018/9/6
建材五金,郑州市,2018中国郑州国际城市地下综合管廊建设与智慧管网展览会,34.77795862,113.7372866,郑州国际会展中心,2018/8/31,2018/9/2
创业加盟,上海市,2018国际特许加盟上海展览会,31.21315614,121.5727953,上海新国际博览中心,2018/8/30,2018/9/1
孕婴童,郑州市,2018中国郑州国际孕婴童用品博览会,34.77795862,113.7372866,郑州国际会展中心,2018/8/30,2018/9/1